,Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature (C),Average Unmet Cooling Setpoint Difference (C),Indoor Relative Humidity (%),Equipment Electric Power (kWh),DHW Heating (kWh),Cooling Load (kWh),Solar Generation (W/kW),Heating Load (kWh),HVAC Mode (Off/Cooling/Heating),Temperature Set Point (C)
41,1,18,5.0,0.0,21.02,0.0,31.22,8.06,0,0.0,0.0,0,1,24.444444
42,1,19,5.0,0.0,21.01,0.0,29.74,8.06,0,0.0,0.0,0,1,24.444444
43,1,20,5.0,0.0,21.0,0.0,28.79,8.06,0,0.0,0.0,0,1,24.444444
44,1,21,5.0,0.0,20.99,0.0,27.61,5.37,0,0.0,0.0,0,1,24.444444
45,1,22,5.0,0.0,20.76,0.0,27.21,2.35,0,0.0,0.0,0,1,24.444444
46,1,23,5.0,0.0,20.34,0.0,27.39,2.35,0,0.0,0.0,0,1,24.444444
47,1,24,5.0,0.0,19.92,0.0,27.22,1.45,0,0.0,0.0,0,1,24.444444
48,1,1,6.0,0.0,19.4,0.0,27.35,1.45,0,0.0,0.0,0,1,24.444444
49,1,2,6.0,0.0,19.05,0.0,27.37,0.44,0,0.0,0.0,0,1,24.444444
50,1,3,6.0,0.0,18.75,0.0,27.12,0.44,0,0.0,0.0,0,1,24.444444
51,1,4,6.0,0.0,18.49,0.0,26.89,0.44,0,0.0,0.0,0,1,24.444444
52,1,5,6.0,0.0,18.18,0.0,26.77,0.44,0,0.0,0.0,0,1,24.444444
53,1,6,6.0,0.0,17.94,0.0,26.5,0.44,0,0.0,0.0,0,1,24.444444
54,1,7,6.0,0.0,17.78,0.0,26.14,0.44,0,0.0,0.0,0,1,24.444444
55,1,8,6.0,0.0,18.3,0.0,24.88,0.44,0,0.23,0.0,0,1,24.444444
56,1,9,6.0,0.0,20.95,0.0,20.28,1.45,0,0.0,148.982,0,1,24.444444
57,1,10,6.0,0.0,20.99,0.0,18.43,5.37,0,0.0,209.928,0,1,24.444444
58,1,11,6.0,0.0,21.01,0.0,17.13,8.06,0,0.0,298.434,0,1,24.444444
59,1,12,6.0,0.0,21.01,0.0,16.37,8.06,0,0.0,312.11,0,1,24.444444
60,1,13,6.0,0.0,20.96,0.0,15.86,8.06,0,0.0,332.169,0,1,24.444444
61,1,14,6.0,0.0,20.99,0.0,15.95,8.06,0,0.0,360.719,0,1,24.444444
62,1,15,6.0,0.0,21.01,0.0,15.5,8.06,0,0.0,362.224,0,1,24.444444
63,1,16,6.0,0.0,21.01,0.0,14.81,8.06,0,0.0,265.818,0,1,24.444444
64,1,17,6.0,0.0,21.0,0.0,14.96,8.06,0,0.0,89.0051,0,1,24.444444
65,1,18,6.0,0.0,20.99,0.0,16.8,8.06,0,0.0,0.0,0,1,24.444444
66,1,19,6.0,0.0,21.01,0.0,17.98,8.06,0,0.0,0.0,0,1,24.444444
67,1,20,6.0,0.0,21.01,0.0,18.3,8.06,0,0.0,0.0,0,1,24.444444
68,1,21,6.0,0.0,21.01,0.0,18.26,5.37,0,0.0,0.0,0,1,24.444444
69,1,22,6.0,0.0,20.67,0.0,18.87,2.35,0,0.0,0.0,0,1,24.444444
70,1,23,6.0,0.0,20.25,0.0,19.55,2.35,0,0.0,0.0,0,1,24.444444
71,1,24,6.0,0.0,19.98,0.0,19.94,2.35,0,0.0,0.0,0,1,24.444444
72,1,1,7.0,0.0,19.46,0.0,20.5,1.45,0,0.0,0.0,0,1,24.444444
73,1,2,7.0,0.0,19.22,0.0,20.74,0.44,0,0.0,0.0,0,1,24.444444
74,1,3,7.0,0.0,18.93,0.0,21.1,0.44,0,0.0,0.0,0,1,24.444444
75,1,4,7.0,0.0,18.64,0.0,21.51,0.44,0,0.0,0.0,0,1,24.444444
76,1,5,7.0,0.0,18.51,0.0,21.73,0.44,0,0.0,0.0,0,1,24.444444
77,1,6,7.0,0.0,18.36,0.0,21.98,0.44,0,0.0,0.0,0,1,24.444444
78,1,7,7.0,0.0,18.16,0.0,22.45,0.44,0,0.0,0.0,0,1,24.444444
79,1,8,7.0,0.0,18.68,0.0,22.11,0.44,0,0.23,0.0,0,1,24.444444
80,1,9,7.0,0.0,20.95,0.0,20.3,1.45,0,0.0,167.061,0,1,24.444444
81,1,10,7.0,0.0,20.99,0.0,23.93,5.37,0,0.0,239.717,0,1,24.444444
82,1,11,7.0,0.0,21.01,0.0,28.82,8.06,0,0.0,274.493,0,1,24.444444
83,1,12,7.0,0.0,21.0,0.0,31.18,8.06,0,0.0,254.904,0,1,24.444444
84,1,13,7.0,0.0,20.97,0.0,33.87,8.06,0,0.0,276.912,0,1,24.444444
85,1,14,7.0,0.0,21.01,0.0,36.68,8.06,0,0.0,247.426,0,1,24.444444
86,1,15,7.0,0.0,20.99,0.0,39.8,8.06,0,0.0,205.656,0,1,24.444444
87,1,16,7.0,0.0,20.98,0.0,42.19,8.06,0,0.0,115.319,0,1,24.444444
88,1,17,7.0,0.0,20.97,0.0,43.14,8.06,0,0.0,19.8617,0,1,24.444444
89,1,18,7.0,0.0,21.0,0.0,44.64,8.06,0,0.0,0.0,0,1,24.444444
90,1,19,7.0,0.0,21.01,0.0,45.66,5.37,0,0.0,0.0,0,1,24.444444
91,1,20,7.0,0.0,20.78,0.0,47.05,2.35,0,0.0,0.0,0,1,24.444444
92,1,21,7.0,0.0,20.75,0.0,47.67,2.35,0,0.0,0.0,0,1,24.444444
93,1,22,7.0,0.0,20.68,0.0,48.33,2.35,0,0.0,0.0,0,1,24.444444
94,1,23,7.0,0.0,20.62,0.0,49.0,2.35,0,0.0,0.0,0,1,24.444444
95,1,24,7.0,0.0,20.56,0.0,49.41,2.35,0,0.0,0.0,0,1,24.444444
96,1,1,1.0,0.0,20.42,0.0,49.84,0.44,0,0.0,0.0,0,1,24.444444
97,1,2,1.0,0.0,20.19,0.0,50.55,0.44,0,0.0,0.0,0,1,24.444444
98,1,3,1.0,0.0,20.04,0.0,51.19,0.44,0,0.0,0.0,0,1,24.444444
99,1,4,1.0,0.0,19.98,0.0,51.51,0.44,0,0.0,0.0,0,1,24.444444
100,1,5,1.0,0.0,19.94,0.0,51.67,0.44,0,0.0,0.0,0,1,24.444444
101,1,6,1.0,0.0,19.87,0.0,51.91,0.44,0,0.0,0.0,0,1,24.444444
102,1,7,1.0,0.0,19.77,0.0,52.25,0.44,0,0.0,0.0,0,1,24.444444
103,1,8,1.0,0.0,19.69,0.0,52.73,0.44,0,0.0,0.0,0,1,24.444444
104,1,9,1.0,0.0,20.12,0.0,51.96,0.44,0,0.47,35.0533,0,1,24.444444
105,1,10,1.0,0.0,20.88,0.0,50.77,2.46,0,0.43,83.3007,0,1,24.444444
106,1,11,1.0,0.0,20.93,0.0,53.46,6.27,0,0.0,133.474,0,1,24.444444
107,1,12,1.0,0.0,21.16,0.0,56.13,8.06,0,0.0,161.289,0,1,24.444444
108,1,13,1.0,0.0,21.31,0.0,59.16,8.06,0,0.0,205.484,0,1,24.444444
109,1,14,1.0,0.0,21.74,0.0,60.41,8.06,0,0.0,208.856,0,1,24.444444
110,1,15,1.0,0.0,22.35,0.0,61.86,8.06,0,0.0,162.253,0,1,24.444444
111,1,16,1.0,0.0,22.68,0.0,64.36,8.06,0,0.0,119.52,0,1,24.444444
112,1,17,1.0,0.0,22.33,0.0,69.25,8.06,0,0.0,23.3456,0,1,24.444444
113,1,18,1.0,0.0,21.35,0.0,72.77,5.37,0,0.0,0.0,0,1,24.444444
114,1,19,1.0,0.0,21.27,0.0,70.08,2.35,0,0.0,0.0,0,1,24.444444
115,1,20,1.0,0.0,21.03,0.0,68.37,2.35,0,0.0,0.0,0,1,24.444444
116,1,21,1.0,0.0,20.87,0.01,65.18,2.35,0,0.0,0.0,0,1,24.444444
117,1,22,1.0,0.0,20.64,0.01,62.19,2.35,0,0.0,0.0,0,1,24.444444
118,1,23,1.0,0.0,20.42,0.0,59.41,2.35,0,0.0,0.0,0,1,24.444444
119,1,24,1.0,0.0,20.14,0.0,56.99,1.45,0,0.0,0.0,0,1,24.444444
120,1,1,2.0,0.0,19.79,0.0,55.36,0.44,0,0.0,0.0,0,1,24.444444
121,1,2,2.0,0.0,19.27,0.0,54.03,0.44,0,0.0,0.0,0,1,24.444444
122,1,3,2.0,0.0,18.75,0.0,51.67,0.44,0,0.0,0.0,0,1,24.444444
123,1,4,2.0,0.0,18.36,0.0,48.79,0.44,0,0.0,0.0,0,1,24.444444
124,1,5,2.0,0.0,18.01,0.0,45.76,0.44,0,0.0,0.0,0,1,24.444444
125,1,6,2.0,0.0,17.77,0.0,42.85,0.44,0,0.0,0.0,0,1,24.444444
126,1,7,2.0,0.0,17.65,0.0,40.59,0.44,0,0.0,0.0,0,1,24.444444
127,1,8,2.0,0.0,18.15,0.0,37.73,0.44,0,0.41,0.0,0,1,24.444444
128,1,9,2.0,0.0,20.92,0.0,29.83,1.45,0,0.49,94.531,0,1,24.444444
129,1,10,2.0,0.0,20.99,0.0,24.82,5.37,0,0.0,180.835,0,1,24.444444
130,1,11,2.0,0.0,21.0,0.0,19.37,8.06,0,0.0,242.911,0,1,24.444444
131,1,12,2.0,0.0,21.01,0.0,16.92,8.06,0,0.0,319.648,0,1,24.444444
132,1,13,2.0,0.0,20.97,0.0,15.08,8.06,0,0.0,316.014,0,1,24.444444
133,1,14,2.0,0.0,21.0,0.0,14.24,8.06,0,0.0,295.067,0,1,24.444444
134,1,15,2.0,0.0,21.0,0.0,13.56,8.06,0,0.0,234.592,0,1,24.444444
135,1,16,2.0,0.0,21.0,0.0,12.61,8.06,0,0.0,142.415,0,1,24.444444
136,1,17,2.0,0.0,20.99,0.0,11.66,8.06,0,0.0,39.7412,0,1,24.444444
137,1,18,2.0,0.0,20.98,0.0,10.9,8.06,0,0.0,0.0,0,1,24.444444
138,1,19,2.0,0.0,21.0,0.0,10.64,8.06,0,0.0,0.0,0,1,24.444444
139,1,20,2.0,0.0,21.01,0.0,10.59,8.06,0,0.0,0.0,0,1,24.444444
140,1,21,2.0,0.0,21.01,0.0,10.46,5.37,0,0.0,0.0,0,1,24.444444
141,1,22,2.0,0.0,20.25,0.0,10.91,2.35,0,0.0,0.0,0,1,24.444444
142,1,23,2.0,0.0,19.68,0.0,11.28,2.35,0,0.0,0.0,0,1,24.444444
143,1,24,2.0,0.0,19.29,0.0,11.42,1.45,0,0.0,0.0,0,1,24.444444
144,1,1,3.0,0.0,18.95,0.0,11.51,0.44,0,0.22,0.0,0,1,24.444444
145,1,2,3.0,0.0,18.59,0.0,11.68,0.44,0,0.06,0.0,0,1,24.444444
146,1,3,3.0,0.0,18.07,0.0,11.95,0.44,0,0.0,0.0,0,1,24.444444
147,1,4,3.0,0.0,17.78,0.0,12.03,0.44,0,0.0,0.0,0,1,24.444444
148,1,5,3.0,0.0,17.53,0.0,12.11,0.44,0,0.0,0.0,0,1,24.444444
149,1,6,3.0,0.0,17.22,0.0,12.2,0.44,0,0.0,0.0,0,1,24.444444
150,1,7,3.0,0.0,16.98,0.0,12.23,0.44,0,0.0,0.0,0,1,24.444444
151,1,8,3.0,0.0,17.66,0.0,11.69,0.44,0,0.44,0.0,0,1,24.444444
152,1,9,3.0,0.0,20.85,0.0,9.45,1.45,0,0.09,166.448,0,1,24.444444
153,1,10,3.0,0.0,21.01,0.0,9.27,5.37,0,0.0,240.656,0,1,24.444444
154,1,11,3.0,0.0,20.99,0.0,9.34,8.06,0,0.0,277.92,0,1,24.444444
155,1,12,3.0,0.0,21.0,0.0,9.5,8.06,0,0.0,283.128,0,1,24.444444
156,1,13,3.0,0.0,20.98,0.0,9.86,8.06,0,0.0,364.434,0,1,24.444444
157,1,14,3.0,0.0,20.99,0.0,10.62,8.06,0,0.0,388.746,0,1,24.444444
158,1,15,3.0,0.0,21.0,0.0,11.19,8.06,0,0.0,386.071,0,1,24.444444
159,1,16,3.0,0.0,21.0,0.0,11.6,8.06,0,0.0,271.037,0,1,24.444444
160,1,17,3.0,0.0,21.0,0.0,11.76,8.06,0,0.0,110.073,0,1,24.444444
161,1,18,3.0,0.0,20.99,0.0,12.52,8.06,0,0.0,11.1155,0,1,24.444444
162,1,19,3.0,0.0,21.0,0.0,13.32,8.06,0,0.0,0.0,0,1,24.444444
163,1,20,3.0,0.0,21.01,0.0,13.62,8.06,0,0.0,0.0,0,1,24.444444
164,1,21,3.0,0.0,21.01,0.0,13.58,5.37,0,0.0,0.0,0,1,24.444444
165,1,22,3.0,0.0,20.51,0.0,13.98,2.35,0,0.0,0.0,0,1,24.444444
166,1,23,3.0,0.0,19.92,0.0,14.69,2.35,0,0.0,0.0,0,1,24.444444
167,1,24,3.0,0.0,19.56,0.0,15.11,1.45,0,0.0,0.0,0,1,24.444444
168,1,1,4.0,0.0,19.27,0.0,15.39,0.44,0,0.27,0.0,0,1,24.444444
169,1,2,4.0,0.0,18.86,0.0,15.78,0.44,0,0.02,0.0,0,1,24.444444
170,1,3,4.0,0.0,18.38,0.0,16.26,0.44,0,0.0,0.0,0,1,24.444444
171,1,4,4.0,0.0,18.13,0.0,16.49,0.44,0,0.0,0.0,0,1,24.444444
172,1,5,4.0,0.0,17.95,0.0,16.63,0.44,0,0.0,0.0,0,1,24.444444
173,1,6,4.0,0.0,17.79,0.0,16.8,0.44,0,0.0,0.0,0,1,24.444444
174,1,7,4.0,0.0,17.61,0.0,17.03,0.44,0,0.0,0.0,0,1,24.444444
175,1,8,4.0,0.0,18.2,0.0,16.55,0.44,0,0.32,0.0,0,1,24.444444
176,1,9,4.0,0.0,20.94,0.0,13.91,1.45,0,0.0,200.418,0,1,24.444444
177,1,10,4.0,0.0,21.0,0.0,13.79,5.37,0,0.0,320.081,0,1,24.444444
178,1,11,4.0,0.0,21.01,0.0,14.86,8.06,0,0.0,426.219,0,1,24.444444
179,1,12,4.0,0.0,20.99,0.0,16.95,8.06,0,0.0,500.591,0,1,24.444444
180,1,13,4.0,0.0,21.01,0.0,19.55,8.06,0,0.0,501.666,0,1,24.444444
181,1,14,4.0,0.0,21.02,0.0,22.64,8.06,0,0.0,451.27,0,1,24.444444
182,1,15,4.0,0.0,21.01,0.0,25.81,8.06,0,0.0,362.457,0,1,24.444444
183,1,16,4.0,0.0,21.01,0.0,27.29,8.06,0,0.0,245.231,0,1,24.444444
184,1,17,4.0,0.0,21.02,0.0,27.55,8.06,0,0.0,91.2449,0,1,24.444444
185,1,18,4.0,0.0,21.01,0.0,27.51,8.06,0,0.0,7.0029,0,1,24.444444
186,1,19,4.0,0.0,21.02,0.0,27.1,8.06,0,0.0,0.0,0,1,24.444444
187,1,20,4.0,0.0,21.03,0.0,26.39,8.06,0,0.0,0.0,0,1,24.444444
188,1,21,4.0,0.0,21.02,0.0,25.44,5.37,0,0.0,0.0,0,1,24.444444
189,1,22,4.0,0.0,20.73,0.0,25.51,2.35,0,0.0,0.0,0,1,24.444444
190,1,23,4.0,0.0,20.48,0.0,25.84,2.35,0,0.0,0.0,0,1,24.444444
191,1,24,4.0,0.0,20.24,0.0,26.23,1.45,0,0.0,0.0,0,1,24.444444
192,1,1,5.0,0.0,19.89,0.0,26.81,0.44,0,0.05,0.0,0,1,24.444444
193,1,2,5.0,0.0,19.56,0.0,27.44,0.44,0,0.0,0.0,0,1,24.444444
194,1,3,5.0,0.0,19.3,0.0,28.04,0.44,0,0.0,0.0,0,1,24.444444
195,1,4,5.0,0.0,19.12,0.0,28.52,0.44,0,0.0,0.0,0,1,24.444444
196,1,5,5.0,0.0,18.94,0.0,28.98,0.44,0,0.0,0.0,0,1,24.444444
197,1,6,5.0,0.0,18.73,0.0,29.54,0.44,0,0.0,0.0,0,1,24.444444
198,1,7,5.0,0.0,18.55,0.0,30.02,0.44,0,0.0,0.0,0,1,24.444444
199,1,8,5.0,0.0,19.0,0.0,29.37,0.44,0,0.24,0.0,0,1,24.444444
200,1,9,5.0,0.0,21.0,0.0,26.08,1.45,0,0.0,167.689,0,1,24.444444
201,1,10,5.0,0.0,20.96,0.0,27.82,5.37,0,0.0,288.769,0,1,24.444444
202,1,11,5.0,0.0,20.98,0.0,30.77,8.06,0,0.0,391.802,0,1,24.444444
203,1,12,5.0,0.0,21.16,0.0,34.63,8.06,0,0.0,448.004,0,1,24.444444
204,1,13,5.0,0.0,21.18,0.0,38.64,8.06,0,0.0,439.261,0,1,24.444444
205,1,14,5.0,0.0,21.4,0.0,41.14,8.06,0,0.0,352.374,0,1,24.444444
206,1,15,5.0,0.0,21.41,0.0,43.35,8.06,0,0.0,269.528,0,1,24.444444
207,1,16,5.0,0.0,21.29,0.0,44.31,8.06,0,0.0,130.529,0,1,24.444444
208,1,17,5.0,0.0,21.05,0.0,45.54,8.06,0,0.0,33.8496,0,1,24.444444
209,1,18,5.0,0.0,20.97,0.0,46.89,8.06,0,0.0,0.0,0,1,24.444444
210,1,19,5.0,0.0,21.13,0.0,47.21,8.06,0,0.0,0.0,0,1,24.444444
211,1,20,5.0,0.0,21.08,0.0,47.88,8.06,0,0.0,0.0,0,1,24.444444
212,1,21,5.0,0.0,21.02,0.0,48.16,5.37,0,0.0,0.0,0,1,24.444444
213,1,22,5.0,0.0,21.14,0.0,47.79,2.35,0,0.0,0.0,0,1,24.444444
214,1,23,5.0,0.0,20.99,0.0,48.25,2.35,0,0.0,0.0,0,1,24.444444
215,1,24,5.0,0.0,20.79,0.0,48.86,1.45,0,0.0,0.0,0,1,24.444444
216,1,1,6.0,0.0,20.51,0.0,49.64,1.45,0,0.0,0.0,0,1,24.444444
217,1,2,6.0,0.0,20.3,0.0,50.18,0.44,0,0.0,0.0,0,1,24.444444
218,1,3,6.0,0.0,20.1,0.0,50.87,0.44,0,0.0,0.0,0,1,24.444444
219,1,4,6.0,0.0,19.95,0.0,51.61,0.44,0,0.0,0.0,0,1,24.444444
220,1,5,6.0,0.0,19.87,0.0,52.13,0.44,0,0.0,0.0,0,1,24.444444
221,1,6,6.0,0.0,19.8,0.0,52.58,0.44,0,0.0,0.0,0,1,24.444444
222,1,7,6.0,0.0,19.74,0.0,53.0,0.44,0,0.0,0.0,0,1,24.444444
223,1,8,6.0,0.0,19.98,0.0,52.39,0.44,0,0.31,0.0,0,1,24.444444
224,1,9,6.0,0.0,21.03,0.0,49.54,1.45,0,0.0,27.818,0,1,24.444444
225,1,10,6.0,0.0,21.0,0.0,51.17,5.37,0,0.0,56.079,0,1,24.444444
226,1,11,6.0,0.0,20.97,0.0,54.37,8.06,0,0.0,97.5963,0,1,24.444444
227,1,12,6.0,0.0,21.08,0.0,57.35,8.06,0,0.0,140.04,0,1,24.444444
228,1,13,6.0,0.0,21.03,0.0,61.23,8.06,0,0.0,142.52,0,1,24.444444
229,1,14,6.0,0.0,21.34,0.0,64.79,8.06,0,0.0,137.034,0,1,24.444444
230,1,15,6.0,0.0,21.55,0.0,67.29,8.06,0,0.0,96.0527,0,1,24.444444
231,1,16,6.0,0.0,21.52,0.0,69.87,8.06,0,0.0,38.9878,0,1,24.444444
232,1,17,6.0,0.0,21.34,0.0,72.32,8.06,0,0.0,13.4343,0,1,24.444444
233,1,18,6.0,0.0,21.21,0.0,73.81,8.06,0,0.0,0.0,0,1,24.444444
234,1,19,6.0,0.0,21.47,0.0,72.91,8.06,0,0.0,0.0,0,1,24.444444
235,1,20,6.0,0.0,21.5,0.0,72.59,8.06,0,0.0,0.0,0,1,24.444444
236,1,21,6.0,0.0,21.4,0.0,72.96,5.37,0,0.0,0.0,0,1,24.444444
237,1,22,6.0,0.0,21.68,0.0,72.03,2.35,0,0.0,0.0,0,1,24.444444
238,1,23,6.0,0.0,21.79,0.02,72.63,2.35,0,0.0,0.0,0,1,24.444444
239,1,24,6.0,0.0,21.8,0.04,74.15,2.35,0,0.0,0.0,0,1,24.444444
240,1,1,7.0,0.0,21.67,0.01,75.54,1.45,0,0.0,0.0,0,1,24.444444
241,1,2,7.0,0.0,21.58,0.0,76.34,0.44,0,0.0,0.0,0,1,24.444444
242,1,3,7.0,0.0,21.51,0.0,77.2,0.44,0,0.0,0.0,0,1,24.444444
243,1,4,7.0,0.0,21.45,0.0,78.13,0.44,0,0.0,0.0,0,1,24.444444
244,1,5,7.0,0.0,21.41,0.0,79.2,0.44,0,0.0,0.0,0,1,24.444444
245,1,6,7.0,0.0,21.37,0.0,80.19,0.44,0,0.0,0.0,0,1,24.444444
246,1,7,7.0,0.0,21.35,0.0,80.79,0.44,0,0.0,0.0,0,1,24.444444
247,1,8,7.0,0.0,21.35,0.0,80.96,0.44,0,0.48,0.0,0,1,24.444444
248,1,9,7.0,0.0,21.48,0.0,80.46,1.45,0,0.95,82.4008,0,1,24.444444
249,1,10,7.0,0.0,21.93,0.0,77.53,5.37,0,0.0,191.76,0,1,24.444444
250,1,11,7.0,0.0,22.64,0.0,70.87,8.06,0,0.0,301.812,0,1,24.444444
251,1,12,7.0,0.0,23.48,0.0,64.42,8.06,0,2.39,389.392,0,1,24.444444
252,1,13,7.0,0.0,23.85,0.0,59.79,8.06,0,3.15,423.52,0,1,24.444444
253,1,14,7.0,0.0,23.82,0.0,50.81,8.06,0,3.37,420.118,0,1,24.444444
254,1,15,7.0,0.0,23.79,0.0,37.32,8.06,0,0.68,349.641,0,1,24.444444
255,1,16,7.0,0.0,23.56,0.0,27.35,8.06,0,0.0,256.485,0,1,24.444444
256,1,17,7.0,0.0,23.02,0.0,25.2,8.06,0,0.0,110.496,0,1,24.444444
257,1,18,7.0,0.0,22.09,0.0,26.23,8.06,0,0.0,7.6067,0,1,24.444444
258,1,19,7.0,0.0,21.46,0.0,27.26,5.37,0,0.0,0.0,0,1,24.444444
259,1,20,7.0,0.0,21.68,0.0,27.02,2.35,0,0.0,0.0,0,1,24.444444
260,1,21,7.0,0.0,21.81,0.04,27.05,2.35,0,0.0,0.0,0,1,24.444444
261,1,22,7.0,0.0,21.75,0.06,27.41,2.35,0,0.0,0.0,0,1,24.444444
262,1,23,7.0,0.0,21.56,0.05,27.99,2.35,0,0.0,0.0,0,1,24.444444
263,1,24,7.0,0.0,21.34,0.04,28.51,2.35,0,0.0,0.0,0,1,24.444444
264,1,1,1.0,0.0,21.17,0.0,28.88,0.44,0,0.0,0.0,0,1,24.444444
265,1,2,1.0,0.0,20.83,0.0,29.52,0.44,0,0.0,0.0,0,1,24.444444
266,1,3,1.0,0.0,20.51,0.0,30.13,0.44,0,0.0,0.0,0,1,24.444444
267,1,4,1.0,0.0,20.24,0.0,30.65,0.44,0,0.0,0.0,0,1,24.444444
268,1,5,1.0,0.0,20.01,0.0,31.1,0.44,0,0.0,0.0,0,1,24.444444
269,1,6,1.0,0.0,19.79,0.0,31.53,0.44,0,0.0,0.0,0,1,24.444444
270,1,7,1.0,0.0,19.59,0.0,31.94,0.44,0,0.0,0.0,0,1,24.444444
271,1,8,1.0,0.0,19.5,0.0,32.17,0.44,0,0.0,0.0,0,1,24.444444
272,1,9,1.0,0.0,20.08,0.0,31.32,0.44,0,0.38,189.159,0,1,24.444444
273,1,10,1.0,0.0,20.92,0.0,30.16,2.46,0,0.34,355.317,0,1,24.444444
274,1,11,1.0,0.0,21.31,0.0,28.94,6.27,0,0.0,480.298,0,1,24.444444
275,1,12,1.0,0.0,21.99,0.0,26.97,8.06,0,0.0,514.914,0,1,24.444444
276,1,13,1.0,0.0,22.3,0.0,25.92,8.06,0,0.0,513.373,0,1,24.444444
277,1,14,1.0,0.0,22.42,0.0,26.32,8.06,0,0.0,461.385,0,1,24.444444
